input,label
to get by on humor that is not even as daring as John Ritter 's glory days on Three 's Company,0
Bad and baffling from the get-go .,0
off spookily enough,1
"admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for Vincent 's complaint",1
do n't seem to have much emotional impact on the characters .,0
It 's so devoid of joy and energy it makes even Jason X ... look positively Shakesperean by comparison .,0
may just scare the pants off you .,1
"always entertaining ,",1
its attractive young leads,1
an admirable,1
been gathering dust on MGM 's shelf,0
", imagination and insight",1
nice Belgian waffle,1
this overheated melodrama plays like a student film .,0
$ 1.8 million charmer,1
"Unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .",0
"most remarkable not because of its epic scope , but because of the startling intimacy",1
celebrates universal human nature,1
breathes life,1
shockingly bad and,0
everything you 'd expect -- but nothing more,0
is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure,0
it is not worth,0
Falls short in explaining the music and its roots,0
is a career-defining revelation,1
eminently forgettable,0
strenuously unfunny Showtime deserves the hook .,0
with some powerful people,1
fatal mistake,0
The film was n't preachy,1
stroke,0
is simply too overdone,0
so second-rate,0
drew to a close,1
"A fresh , entertaining comedy",1
exuberant openness,1
Campanella 's competent direction,1
such high-profile talent serve such literate material,1
viewed and treasured for its extraordinary intelligence and originality,1
"argue with anyone who calls ` Slackers ' dumb , insulting , or childish",0
"gives us compelling , damaged characters who we want to help -- or hurt",1
"Human Nature , in short , is n't nearly as funny as it thinks it is ;",0
"with originality , humour and pathos",1
essentially ruined --,0
", gut-clutching piece",1
", as you watch them clumsily mugging their way through Snow Dogs ,",0
got it right the first time,1
Cho 's latest comic set is n't as sharp or as fresh as I 'm the One That I Want ...,0
a bad run in the market or a costly divorce,0
- worst of all -,0
as powerful rather than cloying,1
the master of innuendo,1
more than exposes the roots of the skateboarding boom that would become `` the punk kids ' revolution,1
"was feeling this movie until it veered off too far into the Exxon zone , and left me behind at the station looking for a return ticket to realism",0
minor film,0
"veers into corny sentimentality , probably",0
sensational,1
laugther,1
lack of spontaneity in its execution and a dearth of real poignancy,0
ll need a stronger stomach than us,0
sub-sophomoric,0
Rarely does a film so graceless and devoid of merit as this one come along .,0
the movie slaloming through its hackneyed elements with enjoyable ease,1
Purports,1
is instead about as fresh as last week 's issue of Variety,0
dreary tract,0
represents an engaging and intimate first feature by a talented director,1
"gives it that extra little something that makes it worth checking out at theaters , especially if you 're in the mood for something more comfortable than challenging",1
A terrifically entertaining specimen,1
its comic course,1
fighting off the urge to doze,0
made The Full Monty a smashing success,1
hyper-realistic,1
becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if,0
they 're clueless and inept,0
"a twisting , unpredictable , cat-and-mouse thriller",1
"A rich tale of our times , very well told with an appropriate minimum of means .",1
of complacency,1
of which mainstream audiences have rarely seen,1
an avid interest,1
do justice,1
Grant is n't Cary and Bullock is n't Katherine,0
"The real star of this movie is the score , as in the songs translate well to film",1
a sequel you can refuse,0
a grenade,0
"of temptation , salvation and good intentions",1
"is what it is -- a nice , harmless date film ...",1
"including the assumption that `` crazy '' people are innocent , childlike and inherently funny",0
at other times as bland as a block of snow,0
is an odd but ultimately satisfying blend of the sophomoric and the sublime .,1
"a low-key , organic way",1
"Rymer does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .",0
", but how long will filmmakers copy the `` Saving Private Ryan '' battle scenes before realizing Steven Spielberg got it right the first time ?",0
may have meant the Internet short Saving Ryan 's Privates .,0
the next generation,1
but not very Imaxy,0
his -LRB- Nelson 's -RRB- screenplay,1
is a dim-witted pairing of teen-speak and animal gibberish,0
these things,1
this is cinema,1
run its course,0
disturbing way,0
"all relationships are simultaneously broadly metaphorical , oddly abstract , and excruciatingly literal",0
"what makes Shanghai Ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors",1
` ron seal the deal,1
"I just saw this movie ... well , it 's probably not accurate to call it a movie .",0
believe that people have lost the ability to think,0
a lyrical and celebratory vision,1
meager,0
new ground,1
at his most critically insightful,1
such superficial treatment,0
about Sorority Boys,0
high-octane,1
The movie is a desperate miscalculation .,0
"for Independence , complete with loads of CGI and bushels of violence , but not a drop of human blood",0
pure entertainment,1
banged their brains into the ground,0
"could be looking at his 12th Oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary",1
probably because it 's extremely hard to relate to any of the characters,0
"for their acting chops , but for their looks",0
A chilling tale of one,1
stock plot,0
nasty journey,0
"It shares the first two films ' loose-jointed structure ,",0
performing in a film that is only mildly diverting,0
and funky look,1
dead-end distaste,0
should scare any sane person away .,0
stereotypical familial quandaries,0
is disappointingly simplistic -- the film 's biggest problem --,0
become wearisome,0
wastes its time on mood rather than,0
"It 's no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke .",1
Cage manages a degree of casual realism,1
"so recognizable and true that , as in real life , we 're never sure how things will work out",1
really rather special,1
"It 's a smart , funny look at an arcane area of popular culture ,",1
artsy,1
appear foolish and shallow,0
deleted,0
"cut to a new scene , which also appears to be the end .",0
far less enjoyable,0
"with shootings , beatings , and more cussing",0
is impossible to care about and is n't very funny,0
getting all excited about a chocolate eclair and then biting into it and finding the filling missing,0
"If the film has a problem , its shortness disappoints : You want the story to go on and on .",1
"revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .",1
a stock plot,0
it pretends to investigate,0
it succeeds,1
gentle but insistent sincerity,1
"guns , cheatfully filmed martial arts",0
dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3D goggles the theater,1
it 's an adventure story and history lesson all in one .,1
explicit,1
is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage,0
is n't nearly as funny as it thinks it is,0
"the perfect starting point for a national conversation about guns , violence , and fear",1
that is actually funny without hitting below the belt,1
"bad writing ,",0
assuredly,1
raw urban humor,1
"of a mixed bag , with enough negatives",0
"with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability",1
"creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees",1
the extravagant confidence of the exiled aristocracy,1
"begins with promise , but runs",0
so easily after a few tries and become expert fighters after a few weeks,0
tear-drenched,1
", if uneven ,",0
draws a picture of a man for whom political expedience became a deadly foreign policy,0
shabby script,0
Neither as scary-funny as Tremors,0
fails because it demands that you suffer the dreadfulness of war from both sides,0
pertinent and enduring,1
s strongest and most touching movie of recent years,1
more hackneyed elements,0
is lackluster at best,0
lost the politics and the social observation,0
for the most creative mayhem in a brief amount of time,1
"The bottom line , at least in my opinion , is Imposter makes a better short story than it does a film .",0
"inane , humorless and under-inspired .",0
that resonate with profundity,1
you 'll regret,0
"Notwithstanding my problem with the movie 's final half hour , I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal ,",1
It 's also not smart or barbed enough for older viewers --,0
a sturdiness and solidity that we 've long associated with Washington,1
excellent job,1
embarrassment and others,0
"clumsy dialogue ,",0
", the film founders on its lack of empathy for the social milieu - rich New York intelligentsia - and its off",0
laudable,1
of funny movies,1
"poorly acted , brain-slappingly bad ,",0
A bit of a downer and a little,0
a young artist 's thoughtful consideration of fatherhood,1
"The only problem is that , by the end , no one in the audience or the film seems to really care .",0
smart and complicated,1
"An empty exercise ,",0
sensitivity and skill,1
It 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring,0
Beautifully reclaiming the story of Carmen and,1
Most of the storylines feel like time fillers between surf shots .,0
"Too stagey , talky",0
septic,0
onto a cross-country road trip of the Homeric kind,1
for lameness,0
"no matter how fantastic Reign of Fire looked , its story was making no sense at all",0
improbably,0
", nor why he keeps being cast in action films when none of them are ever any good",0
"It 's never laugh-out-loud funny , but it is frequently amusing .",1
was immensely enjoyable thanks to great performances by both Steve Buscemi and Rosario Dawson ...,1
"to seek our tears , our sympathies",1
change the channel,0
through this mess,0
"Ourside the theatre Roger might be intolerable company , but inside it he 's well worth spending some time with",1
An exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound .,0
illustrating the merits of fighting hard for something that really matters,1
for evil,0
burn out of your brain,0
more repulsive,0
"because we 've seen -LRB- Eddie -RRB- Murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed",0
of nearly epic proportions,1
"more engaging on an emotional level , funnier , and on the whole less",1
"The Emperor 's Club , ruthless in its own placid way",1
undercuts the devastatingly telling impact of utter loss personified in the film 's simple title,0
"There are n't too many films that can be as simultaneously funny , offbeat and heartwarming -LRB- without a thick shmear of the goo , at least -RRB- , but `` Elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases",1
"to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them",1
"holds its goodwill close , but is relatively slow to come to the point .",0
painful lie,0
how thoroughly unrewarding all of this,0
are funny,1
like ` Praise the Lord,1
recommend it,1
"is even more embracing than Monty , if only because it accepts nasty behavior and severe flaws as part of the human condition .",1
in its over-the-top way,1
the laziness and arrogance,0
bluff,0
he seems embarrassed to be part of,0
there 's plenty to offend everyone ...,0
soap opera that Tornatore was right to cut,0
been done before but never so vividly or,1
"enthusiasm ,",1
all unfolds predictably,0
its botches,0
of boring,0
Start reading your scripts before signing that dotted line .,0
achieves the remarkable feat of squandering a topnotch foursome of actors,0
like a cartoon in the end,0
s nice,1
that will amuse or entertain them,1
Especially give credit to Affleck .,1
the spectacular,1
s already a joke in the United States,0
s horribly wrong,0
ably balances real-time rhythms with propulsive incident .,1
"The movie certainly has its share of clever moments and biting dialogue ,",1
"a more rigid , Blair Witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity",1
it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities,1
loses faith in its own viability and succumbs to joyless special-effects excess,0
may sound like it was co-written by Mattel executives and lobbyists for the tinsel industry,0
do n't really care for the candidate,0
recreates both the physical setting and emotional tensions of the Papin sisters,1
really funny,1
"For its 100 minutes running time , you 'll wait in vain for a movie to happen .",0
"Martin Lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of Bubba Ho-Tep 's clearly evident quality may end up languishing on a shelf somewhere",0
lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay,0
if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,0
"an astonishing voice cast -LRB- excepting Love Hewitt -RRB- , an interesting racial tension , and a storyline",1
glimpse into the mysteries of human behavior,1
simplistic -- the film 's biggest problem,0
a very valuable film,1
"-- and at times , All",1
in its attempts,1
Abandon '',0
"This toothless Dog , already on cable ,",0
"The dramatic crisis does n't always succeed in its quest to be taken seriously , but Huppert 's volatile performance makes for a riveting movie experience",1
unchanged dullard,0
"did n't cut their losses -- and ours -- and retitle it The Adventures of Direct-to-Video Nash , and send it to its proper home",0
"Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .",1
own floundering way,0
"shows its indie tatters and self-conscious seams in places ,",0
astounding performance,1
"s ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles",1
bitter taste,0
all its effective moments,1
trash-cinema roots,0
An already thin story boils down to surviving invaders seeking an existent anti-virus .,0
told us,1
Uncle Ralph,1
A moving picture that does not move .,0
jokester highway patrolmen,1
most undeserving,0
Armageddon,0
"only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department",1
injects just enough freshness into the proceedings,1
are clinically depressed and,0
is interesting but constantly unfulfilling,0
is plenty fetching enough,1
to justify its two-hour running time,0
a tale full of nuance and character dimension,1
movie moment gems,1
Playfully profound,1
the expressive power,1
work -- is charming,1
re not interested in discretion in your entertainment choices,0
mournfully,0
"The best didacticism is one carried by a strong sense of humanism ,",1
William James once called ` the gift of tears,1
impersonal and abstract,0
Exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair,0
huge action sequence,1
", Villeneuve creates in Maelstrom a world where the bizarre is credible and the real turns magical .",1
"of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior",0
An intriguing look at the French film industry during the German occupation ;,1
snoozer,0
be called animation,1
feels as if the movie is more interested in entertaining itself than in amusing us,0
"its absurd , contrived , overblown , and entirely implausible finale",0
"Well , in some of those , the mother deer even dies .",0
"The one-liners are snappy , the situations volatile and the comic opportunities richly rewarded .",1
grade-school audience,0
"Strange , funny , twisted , brilliant and macabre",1
"A dull , simple-minded and stereotypical tale of drugs",0
", the movie would be impossible to sit through",0
served with a hack script,0
"a way that 's too loud , too goofy and too short of an attention span",0
creative act,1
to hurry up and get to its subjects ' deaths just so the documentary will be over,0
tries to cram too many ingredients into one small pot .,0
"dying a slow death , if the poor quality of Pokemon 4 Ever is any indication",0
too racy,0
"is , as comedy goes ,",1
enhances the personal touch of manual animation,1
beautifully made,1
principled,1
a ruffle in what is already an erratic career,0
lacks the skill or presence to regain any ground,0
of heart,1
drudgery .,0
"A bracing , unblinking work that serves as a painful elegy and sobering cautionary tale .",1
"this gentle , mesmerizing portrait",1
to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists,1
slip into hokum,0
how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering,0
"that seems as though it was written for no one , but somehow",0
few new converts,0
If the film has a problem,0
worth seeing for Ambrose 's performance .,1
Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .,0
"susceptible to blue hilarity ,",1
might actually want to watch,1
oddly fascinating,1
somewhat predictable plot,0
ends up as a bitter pill,0
"The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment",1
gives a human face to what 's often discussed in purely abstract terms,1
Derailed by bad writing and,0
"a scary , action-packed chiller",1
almost humdrum approach,0
as funny or entertaining,1
"a testament of quiet endurance , of common concern , of reconciled survival",1
they do n't fit well together and neither is well told .,0
is left slightly unfulfilled,0
"Does n't deliver a great story , nor is the action as gripping as in past Seagal films .",0
a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own,1
"of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting",1
"need a good laugh , too",1
stays with you,1
increase the gravitational pull,1
as it is for Angelique,1
suspects that Craven endorses They simply because this movie makes his own look much better by comparison,0
-LRB- Kline 's -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code,1
update her beloved genre for the thousands of Indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent,1
hackery,0
so consistently unimaginative,0
sustained intelligence from Stanford,1
"It 's been 13 months and 295 preview screenings since I last walked out on a movie , but Resident Evil really earned my indignant , preemptive departure .",0
"makes Shanghai Ghetto move beyond a good , dry , reliable textbook",1
possibilities,1
a decent draft in the auditorium might blow it off the screen,0
to ride the big metaphorical wave that is life -- wherever it takes you,1
bad-movie,0
"Ben Stiller 's Zoolander , which I thought was rather clever",1
The whole thing plays like a tired Tyco ad .,0
the makers of this ` we 're - doing-it-for - the-cash ' sequel,0
a well-made evocation,1
the intoxicating fumes and,1
arty and,1
"throwing out so many red herrings , so many false scares ,",0
rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge,0
in a way that is surprisingly enjoyable,1
the group 's playful spark of nonconformity,1
"good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart",1
is a frat boy 's idea of a good time,0
a great one,1
clever scripting solutions,1
"A bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads",0
"Resurrection is n't exactly quality cinema , but",0
"the rueful , wry humor springing out of Yiddish culture and language",1
of Martha Stewart decorating program run amok,0
"with its many out-sized , out of character and logically porous action set",0
good-for-you quality,1
"to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky",0
", it 's also somewhat clumsy .",0
as clever,1
dulled,0
is n't a very,0
make a convincing case for the relevance of these two 20th-century footnotes,1
suffocating rape-payback horror,0
delivering a dramatic slap,1
"The plot has a number of holes ,",0
", self-hating , self-destructive ways",0
so crisp and economical in One False Move,1
time frame right,1
"Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix",0
astonishingly pivotal role,1
the absolute last thing we need Hollywood doing to us,0
is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice,1
"Starts out with tremendous promise ,",1
rush to the theatre,1
", Son of the Bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''",0
"the film grows as dull as its characters , about whose fate it is hard to care .",0
is clever and funny,1
the most accomplished work,1
"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .",0
"in Manhattan , Jennifer Lopez 's most aggressive and most sincere attempt",1
"the reason to go see `` Blue Crush '' is the phenomenal , water-born cinematography by David Hennings",1
", they wo n't enjoy the movie at all .",0
"This ready-made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy -LRB- if not entirely wholesome -RRB- fun .",1
pack raw dough in my ears,0
bad-movie way,0
engaging and,1
rank frustration from those in the,0
a few dynamic decades,1
"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",1
there 's no real sense of suspense,0
buoyant romantic comedy,1
"the film 's crisp , unaffected style",1
A major waste,0
paid enough to sit through crap like this,0
"The concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers .",1
reveals how we all need a playful respite from the grind to refresh our souls .,1
Eerily accurate depiction of depression,1
m happy to have seen it,1
fill the after-school slot at shopping mall theaters across the country,0
"some very good comedic songs ,",1
"whole slo-mo , double-pistoled , ballistic-pyrotechnic Hong Kong action",0
incredibly,1
seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world,0
this kind of material,0
"as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy",0
Daring and beautifully made .,1
"tolerate this insipid , brutally clueless film",0
aimed at Mom and Dad 's wallet,0
raunchy and graphic,0
spontaneity in its execution,1
The film 's hero is a bore and,0
that Burns is a filmmaker with a bright future ahead of him,1
"putrid writing , direction and timing with a smile that says , ` If I stay positive , maybe I can channel one of my greatest pictures , Drunken Master",0
is the alchemical transmogrification of Wilde into Austen -- and a Hollywood-ized Austen at that .,0
continuity errors,0
", this sad , occasionally horrifying but often inspiring film is among Wiseman 's warmest .",1
Crane 's decline with unblinking candor,1
The code talkers deserved better than a hollow tribute .,0
cuts to the chase of the modern girl 's dilemma,1
"Starts slowly , but Adrien Brody -- in the title role -- helps make the film 's conclusion powerful and satisfying",1
alienate the mainstream audience while ringing cliched to hardened indie-heads,0
Everlasting,1
for a film that takes nearly three hours to unspool,0
clever ways,1
partly a shallow rumination on the emptiness of success,0
power to help people endure almost unimaginable horror,1
the Sally Jesse Raphael atmosphere of films like Philadelphia and American Beauty,1
"s still a sweet , even delectable diversion .",1
humdrum,0
"A heady , biting , be-bop ride through nighttime Manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego .",1
"powerful , naturally dramatic",1
a cool event for the whole family,1
it 's moving,1
is in the right place,1
is one of those films that aims to confuse,0
s that painful,0
weird and distanced,0
anomie and heartbreak,0
have preceded it,1
"incessant , so-five-minutes-ago pop music",0
admire these people 's dedication to their cause or,1
s also not very good .,0
Shiri is a must for genre fans .,1
It will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .,1
"are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack",1
why this distinguished actor would stoop so low,0
of a raindrop,1
the way this all works out,1
s also too stupid,0
"evoking memories of Day of the Jackal , The French Connection , and Heat",1
overrun by corrupt and hedonistic weasels,0
"follow the same blueprint from hundreds of other films ,",0
"just another silly Hollywood action film , one among a multitude of simple-minded , yahoo-ing death shows",0
"Not that I mind ugly ; the problem is he has no character , loveable or otherwise .",0
a few new swings thrown in,1
a probing examination of a female friendship set against a few dynamic decades,1
who unfortunately works with a two star script,0
"that starts out like Heathers , then becomes Bring it On , then becomes unwatchable",0
that refreshes the mind and spirit along with the body,1
", intimate and intelligent",1
"-LRB- The kid 's -RRB- just too bratty for sympathy , and",0
of justice,1
dips key moments,0
condescending stereotypes,0
bother watching past the second commercial break,0
"a slight , weightless fairy tale",0
highly cerebral,1
"A triumph , a film that hews out a world and carries us effortlessly from darkness to light",1
troubled and determined homicide cop,1
", Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",1
Both heartbreaking,0
is enough originality in ` Life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens,1
Distinctly sub-par ...,0
a satisfying summer blockbuster and,1
is perhaps too effective in creating an atmosphere of dust-caked stagnation,0
"4Ever has the same sledgehammer appeal as Pokemon videos ,",0
her subject matter,1
suicide,0
"educational , but at other times as bland as a block of snow .",0
"as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny",1
becoming a Christmas perennial,1
"s ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts .",1
be as bored watching Morvern Callar as the characters are in it,0
"Stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .",1
is only intermittently entertaining,0
"instead go rent `` Shakes The Clown '' , a much funnier film with a similar theme and an equally great Robin Williams performance",0
Frodo 's quest remains unfulfilled,0
and revolutionary spirit,1
charm,1
strange film,0
marks him as one of the most interesting writer\/directors working today .,1
then biting into it and finding the filling missing,0
too bad nothing else is,0
"Oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .",1
the slippery slope of dishonesty,0
misconceived,0
stylish and moody,1
revelation,1
that 's about as subtle as a party political broadcast,0
"the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .",1
sets the film apart is Debrauwer 's refusal to push the easy emotional buttons,1
The problem with the mayhem in Formula 51,0
juiced with enough energy and excitement,1
extraordinary,1
"There is a real subject here , and it is handled with intelligence and care .",1
succeed in really rattling the viewer,1
very real and amusing give-and-take,1
"300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",1
Manages to please its intended audience -- children -- without placing their parents in a coma-like state .,1
"I 've seen some bad singer-turned actors , but",0
rejected as boring before I see this piece of crap again,0
expected there to be a collection taken for the comedian at the end of the show,0
go unnoticed and underappreciated by music fans,0
is well told,1
Anyone not into high-tech splatterfests,0
a measure of faith in the future,1
catastrophic collision,0
Trade Center tragedy,0
"this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian .",0
as it is flawed,0
Not only are the film 's Sopranos gags incredibly dated and unfunny,0
"gives give a solid , anguished performance that eclipses nearly everything else she 's ever done",1
"Seems based on ugly ideas instead of ugly behavior , as Happiness was ...",0
a psychiatrist who predictably finds it difficult to sustain interest in his profession after the family tragedy,0
finds his inspiration,1
"s the inimitable Diaz , holding it all together .",1
What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks -LRB- at least during their '70s heyday -RRB- comes across as lame and sophomoric in this debut indie feature .,0
enormously good fun,1
with a hard-to-swallow premise,0
Baby-faced Renner is eerily convincing as this bland blank of a man with unimaginable demons within .,1
leaps over national boundaries,1
complex portrait of a modern Israel that is rarely seen on-screen,1
", it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .",0
"As the sulking , moody male hustler in the title role , -LRB- Franco -RRB- has all of Dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability .",0
"With elements cribbed from Lang 's Metropolis , Welles ' Kane , and Eisenstein 's Potemkin",0
terms of the low-grade cheese standards on which it operates,0
sentimental,1
predecessors,1
feels the dimming of a certain ambition,0
a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films,0
pat storylines,0
is n't embarrassed to make you reach for the tissues,1
an appalling ` Ace Ventura ' rip-off,0
lacking the broader vision that has seen certain Trek films,0
The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film,1
challenges,0
takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals,1
"s a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance",1
physically and emotionally disintegrating over the course of the movie,0
"farts , urine , feces , semen , or",0
was a dark and stormy night,0
botches,0
"a crowd-pleaser ,",1
kids to watch too many Barney videos,0
especially disappointing,0
it overstays its natural running time,0
does n't organize it with any particular insight,0
the wounds of the tortured and self-conscious material,0
"is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .",1
"A gracious , eloquent film",1
is a hilarious adventure,1
find much fascination,1
weirdness,0
"is a likable story , told with competence",1
"its relaxed , natural-seeming actors",1
acted ... but,0
funnier film,1
viewed and treasured,1
this stinker,0
"This humbling little film ,",1
so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama,0
considerable power,1
that came to define a generation,1
moving portrait of an American -LRB- and an America -RRB- always reaching for something just outside his grasp,1
the fierce grandeur,1
used my two hours better watching,0
like a discarded House Beautiful spread,0
should have been sent back to the tailor for some major alterations,0
the chatter of parrots raised on Oprah,0
"told , with superb performances throughout",1
", poorly structured",0
"enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games",1
"Hardly a nuanced portrait of a young woman 's breakdown , the film",0
"intolerance has the power to deform families , then tear them apart",0
well worth revisiting as many times,1
littered with celluloid garbage,0
tug at your heart in ways,1
even worse than its title,0
"A solid , psychological action film from Hong Kong",1
"are missing -- anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all",0
s the funniest American comedy since Graffiti Bridge .,1
of Unfaithful,0
a tearjerker that does n't and a thriller that wo n't,0
of the people who loved the 1989 Paradiso will prefer this new version,1
shines through every frame .,1
are odd and pixilated,0
still cuts all the way down to broken bone,0
Dodgy mixture,0
"the film 's crisp , unaffected style and air of gentle longing",1
may well be the year 's best and most unpredictable comedy,1
love and power,1
worthwhile topic,1
a man who has little clue about either the nature of women or of friendship,0
generous and subversive artworks,1
`` Orange County '' is far funnier than it would seem to have any right to be .,1
remains sporadically funny,1
-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,1
Rosenthal -LRB- Halloween II -RRB-,0
the plot almost arbitrary,0
bad romances,0
does this so well,1
instantly disposable,0
clumsy dialogue,0
"then his tone retains a genteel , prep-school quality that feels dusty and leatherbound",0
sentimentalized,0
latently gay,0
her childlike smile,1
"The power of this script , and",1
Teddy Bears ' Picnic ranks among the most pitiful directing,0
"a solid , unassuming drama",1
"Vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores .",1
acknowledges the silent screams of workaday inertia but,1
the bottom tier of blaxploitation flicks,0
manages the dubious feat of turning one man 's triumph of will into everyman 's romance comedy .,1
of real pleasure,1
make it sting,0
Completely creatively stillborn,0
run-of-the-filth gangster flicks,0
"is smarter and subtler than -LRB- Total Recall and Blade Runner -RRB- ,",1
"as good , if not better",1
and narrative strength,1
"vulgar , sexist",0
best Disney movie,1
the killer in Insomnia,0
largely bogus story,0
airless cinematic shell games .,0
purpose,1
a mundane '70s disaster flick,0
well-balanced,1
with the unsettling spookiness of the supernatural,1
far too much for our taste,0
"is a likable story , told with competence .",1
Could this be the first major studio production shot on video tape instead of film ?,0
great cinematic polemic,1
put together a bold biographical fantasia,1
in this oddly sweet comedy about jokester highway patrolmen,1
"Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .",1
so many bad romances out there,0
